,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_max_features,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
3773,0.4348448912302653,0.019081781174442803,0.032391627629597984,0.0014429207221327487,45,sqrt,470,"{'max_depth': 45, 'max_features': 'sqrt', 'n_estimators': 470}",-2.938293551900407,-2.445861015462573,-2.232246381285232,-2.538800316216071,0.29563934898434996,1190
3774,0.4262847105662028,0.019006281528935687,0.03168018658955892,0.0016927578116592342,45,sqrt,475,"{'max_depth': 45, 'max_features': 'sqrt', 'n_estimators': 475}",-2.946650592788984,-2.4323721677638566,-2.2381696430569322,-2.539064134536591,0.29891324924765184,1202
3775,0.4678944746653239,0.0002296912211721206,0.034554640452067055,0.0007607064832572828,45,sqrt,480,"{'max_depth': 45, 'max_features': 'sqrt', 'n_estimators': 480}",-2.950162094473604,-2.432738640821315,-2.2389775455493086,-2.5406260936147427,0.30019509490757706,1263
3776,0.43332918485005695,0.01700363584689159,0.03191494941711426,0.0011106311471654846,45,sqrt,485,"{'max_depth': 45, 'max_features': 'sqrt', 'n_estimators': 485}",-2.9630665294848186,-2.430675697185122,-2.2303994318882046,-2.5413805528527154,0.3091838102450262,1322
3777,0.44791968663533527,0.016085139313068937,0.03304950396219889,0.001106007836089239,45,sqrt,490,"{'max_depth': 45, 'max_features': 'sqrt', 'n_estimators': 490}",-2.951641892279002,-2.42043167083648,-2.2176681165587615,-2.5299138932247476,0.30948251821986345,936
3778,0.46027572949727374,0.006075620161095412,0.03275593121846517,0.0013748580043257774,45,sqrt,495,"{'max_depth': 45, 'max_features': 'sqrt', 'n_estimators': 495}",-2.943887247337371,-2.4162779374923526,-2.2160299519689377,-2.5253983789328873,0.30700110060649144,736
3779,0.4589246114095052,0.01643246133578612,0.03441627820332845,0.000922501148593574,45,sqrt,500,"{'max_depth': 45, 'max_features': 'sqrt', 'n_estimators': 500}",-2.948393764111123,-2.421733727725254,-2.21950313571367,-2.529876875850016,0.30723670831695776,927
3780,0.004905541737874349,0.0005127121312199641,0.0030018488566080728,0.00014724547345762535,45,log2,1,"{'max_depth': 45, 'max_features': 'log2', 'n_estimators': 1}",-3.6224120751475395,-1.7058724154610798,-4.386886050562229,-3.238390180390283,1.1277006516622765,4443
3781,0.005710045496622722,0.0002445322683221164,0.0031890869140625,0.00018153358241927969,45,log2,2,"{'max_depth': 45, 'max_features': 'log2', 'n_estimators': 2}",-3.2467753671523343,-1.6900101486093804,-3.8865989385474773,-2.941128151436397,0.9224300310869498,4317
3782,0.006601413091023763,0.00035846793444140377,0.0031069119771321616,4.698291358234745e-05,45,log2,3,"{'max_depth': 45, 'max_features': 'log2', 'n_estimators': 3}",-2.857470615136742,-2.300976511885762,-4.074955548486015,-3.077800891836173,0.7407921340012218,4411
